Character,Line
Leslie Knope,An evening with sexy nurse Ann Perkins.
Leslie Knope,Yes.
Leslie Knope,"Look at her, folks."
Leslie Knope,One evening with the most beautiful woman in the world.
Leslie Knope,"Just dinner and dancing, nothing sexual."
Leslie Knope,"Unless she's into that, but no, she's not."
Leslie Knope,Nothing fresh.
Leslie Knope,Don't even try it.
Leslie Knope,"But you never know, right?"
Leslie Knope,"No, she's not into it."
Leslie Knope,"Don't try anything, but, you know, give it a shot."
Leslie Knope,"Either way, it's for a good cause."
Leslie Knope,Let's raise some money.
Leslie Knope,"Please, we need to do this for Jerry and his future."
Leslie Knope,"This could be great, you know?"
Leslie Knope,Three out of four married couples have met each other at spontaneous auctions.
Leslie Knope,"I dwell, I don't know, I"
Leslie Knope,"Okay, we have a $100 bid for Ann Perkins."
Leslie Knope,200
Leslie Knope,Thank you so much.
Leslie Knope,200 for the smartest and most accomplished woman I know.
Leslie Knope,And check out that bod.
Leslie Knope,Can I get 3?
Leslie Knope,Uhoh.
Leslie Knope,"Wow, 900 from the man with the tank top and the tattoos."
Leslie Knope,That's so great.
Leslie Knope,"Let's beat that, shall we?"
Leslie Knope,Who wants to beat it?
Leslie Knope,Anybody beat it please?
Leslie Knope,"Okay Sir, what would you do with your 900 dollars date?"
Leslie Knope,"How would you, uh, um What are you gonna do to her?"
Leslie Knope,"Oh, that's not as bad as I thought it would be."
Leslie Knope,"I'm sorry, Jerry, but your future has been canceled."
Leslie Knope,"We only raised 1,200 dollars."
Leslie Knope,"No, it stinks."
Leslie Knope,It's not even close to what you need.
Leslie Knope,"With all your bills, and the inevitable followup problems, and the lifetime of chronic misery that awaits you."
Leslie Knope,"I mean, you had this whole plan for your retirement and your beach house and now you're future is just a huge pile of crap."
Leslie Knope,"Oh, my God, your life is so depressing."
Leslie Knope,No thank you.
Leslie Knope,"Well, my boyfriend might not be moving back for a while so I have to back out."
Leslie Knope,Just wanted to look at it one more time.
Leslie Knope,I know.
Leslie Knope,"All right, Martha."
Leslie Knope,I get it.
Leslie Knope,"Actually, is there a way I could put down, like a"
Leslie Knope,Hey.
Leslie Knope,I didn't know you were coming back here.
Leslie Knope,"What are you doing? Oh, my God, what are you doing?"
Leslie Knope,Wait.
Leslie Knope,Wait.
Leslie Knope,Okay?
Leslie Knope,Just I need to remember this.
Leslie Knope,Gimme a second.
Leslie Knope,"No, no, no, no, hold on."
Leslie Knope,"Just I need another second, please."
Leslie Knope,I need to remember every little thing about how perfect my life is right now at this exact moment.
Leslie Knope,Yeah.
Leslie Knope,I'm good.
Leslie Knope,Yes!
Leslie Knope,"Oh, yeah."
Leslie Knope,I know.
Leslie Knope,And it's a nonconflict diamond.
Leslie Knope,Let me start from the beginning.
Leslie Knope,"In 1832, Ben's great great great great grandfather, Teodore Wyatt, a bastard, met a beautiful seamstress from Antwerp."
Leslie Knope,"Ben and I are getting married, and I've been telling everybody about it."
Leslie Knope,"I'm so happy, I want to shout it from the rooftops."
Leslie Knope,We're getting married!
Leslie Knope,Oh
Leslie Knope,"Hey, everyone!"
Leslie Knope,We have something very exciting to tell you that you have never heard before.
Leslie Knope,Ben and I are engaged
Leslie Knope,And you're hearing about it for the very first time right now.
Leslie Knope,Oh.
Leslie Knope,Aah!
Leslie Knope,"Okay, Tminus six hours until the engagement party."
Leslie Knope,Has you know who responded yet?
Leslie Knope,"Well, he kind of waits until the last minute."
Leslie Knope,That's his style.
Leslie Knope,"Put him down as a ""maybe."""
Leslie Knope,Are you excited?
Leslie Knope,"No to canceling the party, and no to Twizzlers."
Leslie Knope,We are a Red Vines family.
Leslie Knope,You're gonna have to get used to that.
Leslie Knope,"I know you're scared, but I love you, and this party is gonna go great."
Leslie Knope,Hey!
Leslie Knope,I'm glad you're here.
Leslie Knope,Let's go over the plan.
Leslie Knope,No.
Leslie Knope,Your mom arrives at 7:00.
Leslie Knope,"We hand her a glass of chilled white wine, and, oh, look, my mom is walking over, and they're both educators and mothers."
Leslie Knope,What a fabulous coincidence.
Leslie Knope,"Then later, Stephen Wyatt shows up that's your dad."
Leslie Knope,"We make some small talk, and 30 minutes later, I show everybody the big surprise."
Leslie Knope,The Knope Wyatt unity quilt.
Leslie Knope,"Ben and I are weaving our lives together, so I have woven this quilt."
Leslie Knope,It represents every member of our new united family.
Leslie Knope,"Of all my metaphorical art projects, this is by far the coziest."
Leslie Knope,I know.
Leslie Knope,I worked really hard on it.
Leslie Knope,"And, out of respect, I did not include any images of the only other man in the world who's as sexy as you, Joe Biden."
Leslie Knope,Hmm?
Leslie Knope,"Oh, well, that's just a little one."
Leslie Knope,"The point is, this quilt is going to unite the Wyatt clan."
Leslie Knope,"Hey, your mom's here."
Leslie Knope,I need you.
Leslie Knope,Hi.
Leslie Knope,"It'sit's really nice to finally meet you, Ms."
Leslie Knope,Wyatt.
Leslie Knope,"Oh, I have some white wine for you, some Chardonnay."
Leslie Knope,You're welcome.
Leslie Knope,Right this way.
Leslie Knope,Thank you.
Leslie Knope,"And I said, rules or no rules, I just have to kiss that beautiful face."
Leslie Knope,"Aw, thank you."
Leslie Knope,"So far, so good."
Leslie Knope,Yeah.
Leslie Knope,He brought his girlfriend?
Leslie Knope,"He wasn't supposed to bring his girlfriend, Ben."
Leslie Knope,"Ulani, hi, I'm Leslie."
Leslie Knope,What a wonderful surprise.
Leslie Knope,We're so happy that you're here.
Leslie Knope,"Hey, Red Vines anyone?"
Leslie Knope,"Okay, we are off to a rocky start, but we are gonna fix this."
Leslie Knope,"No, I want to be here now, with you and your parents."
Leslie Knope,Help me make this work.
Leslie Knope,"Great, like what?"
Leslie Knope,"Uh, slight speed bump."
Leslie Knope,"Everything is terrible, but I am going to fix it with my secret weapon."
Leslie Knope,"Ann, you are such a good friend."
Leslie Knope,"You are a beautiful, talented, brilliant, powerful musk ox."
Leslie Knope,"Thank you, ox, for keeping this ship afloat."
Leslie Knope,"Steve, you like sailing, right?"
Leslie Knope,"Well, at least you don't have to deal with all that boat upkeep now, right, huh?"
Leslie Knope,"Yech, no thankee."
Leslie Knope,Let's talk about something other than sailing.
Leslie Knope,Why don't you head in the other room?
Leslie Knope,I have a surprise that there she goes.
Leslie Knope,"There's a surprise for you, so, um, head on in."
Leslie Knope,"Ben, on three separate occasions, I have used a quilt to mend fences."
Leslie Knope,"In ninth grade, a quilt ended an argument between my two best friends, and a quilt settled the Donna Jerry parking lot feud of 2006."
Leslie Knope,Right [Bleep] now.
Leslie Knope,I know.
Leslie Knope,Let's do this.
Leslie Knope,"Okay, everyone, I have a surprise for all of you."
Leslie Knope,Voila!
Leslie Knope,The Knope Wyatt unity quilt!
Leslie Knope,"It represents our two families coming together, and there is a personalized square for each member of our joint family, see?"
Leslie Knope,"Thanks, Mom."
Leslie Knope,"Well, you're not technically"
Leslie Knope,Okay.
Leslie Knope,I will make an Ulani square.
Leslie Knope,"Very, very easy."
Leslie Knope,Okay.
Leslie Knope,"Look, this is your square now."
Leslie Knope,"What does ""Ulani"" mean?"
Leslie Knope,Sure.
Leslie Knope,All right.
Leslie Knope,Look at that.
Leslie Knope,Unity!
Leslie Knope,It's that simple.
Leslie Knope,All we had to do was
Leslie Knope,It's not your it's everyone's quilt.
Leslie Knope,It's a unity quilt.
Leslie Knope,"See, Ben, they're agreeing."
Leslie Knope,It's working.
Leslie Knope,"Yeah, why don't we just forget about the quilt and just raise a glass?"
Leslie Knope,"I mean, it's so brutal!"
Leslie Knope,Were you and Dad ever like that?
Leslie Knope,La la la la la.
Leslie Knope,How can you be so wise and so inappropriate at the same time?
Leslie Knope,I grabbed all of the brownies from the dessert table and four bottles of wine.
Leslie Knope,Get in the car.
Leslie Knope,We're going to Australia.
Leslie Knope,I am so sorry for everything.
Leslie Knope,"I love you, and I want to be on your team."
Leslie Knope,"I am on your team, but I think that our team should be far away from here."
Leslie Knope,It was a good quilt.
Leslie Knope,I agree.
Leslie Knope,"Phase one of our new plan, you get in the backseat of this cab, and we hardcore make out for 15 minutes."
Leslie Knope,But it did not work out that way.
Leslie Knope,So here is the new plan.
Leslie Knope,"I don't expect you to like each other, but you have to come to the wedding, okay? We'll seat you far away from each other."
Leslie Knope,You don't even have to socialize.
Leslie Knope,"Ben's parents are insane, but he is not."
Leslie Knope,He's amazing.
Leslie Knope,And that's all that matters.
Leslie Knope,I guess he might become insane as he ages.
Leslie Knope,I should keep an eye out for that.
Leslie Knope,"Also, for the record, my unity quilt worked."
Leslie Knope,"So technically, I am three for three with unity quilts."
Leslie Knope,"Oh, okay."
Leslie Knope,"Get ready, driver."
Leslie Knope,We're gonna make out so hard in the back of your cab.
Leslie Knope,2020
Leslie Knope,Fine.
Leslie Knope,"I win, we move in there."
Leslie Knope,I'll take the West Wing.
Leslie Knope,You take the East Wing.
Leslie Knope,You can be the first gentleman.
Leslie Knope,How could I pass up an opportunity to look at our future house?
Leslie Knope,Is it a waffle tower?
Leslie Knope,"Uh, that how did How did you do this?"
Leslie Knope,You're my name just came out of your mouth.
Leslie Knope,This isn't happening.
Leslie Knope,This isn't real.
Leslie Knope,"Oh, Mr. vice president, I am deeply flattered, but there's no way that I could take over Madam Secretary Clinton's position."
Leslie Knope,"Okay, I will."
Leslie Knope,And I just want to say thank you.
Leslie Knope,You're very handsome.
Leslie Knope,Okay.
Leslie Knope,Thank you.
Leslie Knope,Thank you very much.
Leslie Knope,We'll see you tomorrow.
Leslie Knope,"You don't let anything happen to him, you understand me?"
Leslie Knope,He is precious cargo.
Leslie Knope,"Can you say ""per capita"" again?"
Leslie Knope,"I want to take a picture of you saying ""per capita."""
Leslie Knope,I am so proud of you.
Leslie Knope,Now stand next to the screen and think about all the strong female role models in your life.
Leslie Knope,April came to me with an idea to build a dog park in Pawnee.
Leslie Knope,"I recognized her potential a long time ago, and she's finally living up to it."
Leslie Knope,"I mean, I am so proud of her, I could cry."
Leslie Knope,And here we go.
Leslie Knope,One tiny critique.
Leslie Knope,"If you do want to be taken seriously, you might want to think a little bit about how you present yourself."
Leslie Knope,"Ugh, that's horrifying, and so is Orin."
Leslie Knope,You should not be friends with him.
Leslie Knope,No.
Leslie Knope,"No, no, no, no, no, no."
Leslie Knope,I've been trying to put a park there for four years.
Leslie Knope,"See, the thing is, April, that lot is mine."
Leslie Knope,"I've been doing slow, painstaking work so I don't want to whip out the legalese on you now, but I got dibs."
Leslie Knope,"What we are gonna do is we're gonna take your enthusiasm, we're gonna bundle it up, and we're gonna find a new place for a dog park."
Leslie Knope,Doesn't that sound fun?
Leslie Knope,"One, two, three, cheese."
Leslie Knope,Good girl.
Leslie Knope,"You know, I think any of the four previous locations would work, but there's something about this place."
Leslie Knope,"It just has a really good energy here, you know?"
Leslie Knope,lots of natural light.
Leslie Knope,"Come on, guys, this is a great place for a dog park."
Leslie Knope,"I mean, look, there's already a dog here."
Leslie Knope,"April, please, I beg of you, I will do anything to keep you from doing that."
Leslie Knope,No.
Leslie Knope,No.
Leslie Knope,No.
Leslie Knope,I have created a monster.
Leslie Knope,And now I need to destroy her.
Leslie Knope,"What do I do, Joe?"
Leslie Knope,"Well, Leslie, look into my eyes, take a deep breath, and everything will be fine."
Leslie Knope,"Thanks, Joe."
Leslie Knope,"God, he's good."
Leslie Knope,"Ron, thank you for agreeing to see me."
Leslie Knope,I don't have time for a history lesson.
Leslie Knope,"Look, I am trying to remove parking meters, and there is a guy in Public Works who's being a real thorn about it."
Leslie Knope,Ricky Jordache.
Leslie Knope,He's new.
Leslie Knope,"He used to be a slacker, but now he's realizing his full potential, but at what cost?"
Leslie Knope,"He's smart, and he's beautiful, and I think of him in many ways as a daughter, but that would be crazy 'cause he's a man and his name's Ricky."
Leslie Knope,Here's my question.
Leslie Knope,How did you used to slow me down when I was becoming too meish?
Leslie Knope,That soil brochure was not busy work.
Leslie Knope,"I mean, people still refer to Mulch Ado About Nothing."
Leslie Knope,Those were distraction waffles?
Leslie Knope,I thought they were friendship waffles.
Leslie Knope,"But what if this person, this Ricky, who is real, doesn't like waffles or anything."
Leslie Knope,"Wow, this is really, really cool."
Leslie Knope,"I like the statement it's making that, you know, we're all in cages in a way."
Leslie Knope,Yeah.
Leslie Knope,I see that now.
Leslie Knope,"Hi, Orin."
Leslie Knope,I think we should do more stuff like this.
Leslie Knope,"You know, I think Pawnee needs an amazing arts program."
Leslie Knope,Maybe you should just drop everything and coordinate it.
Leslie Knope,What is that supposed to mean?
Leslie Knope,I love this show.
Leslie Knope,The heavy handedness.
Leslie Knope,Why are you talking to Councilman Jamm?
Leslie Knope,"Our dispute aside, you should be careful with Jamm."
Leslie Knope,"He's a snake, I'm telling you."
Leslie Knope,"Quiet, weirdo."
Leslie Knope,Aren't you supposed to be a sheep?
Leslie Knope,"Oh, shut up."
Leslie Knope,Boo.
Leslie Knope,Boo.
Leslie Knope,"Well, it sounds like there's considerable opposition to this, so I'm sorry, Ms. Ludgate, you should go now."
Leslie Knope,I hate when he says that.
Leslie Knope,I told you that Jamm was a snake.
Leslie Knope,So now I'm a snake?
Leslie Knope,I don't eat mice.
Leslie Knope,"Look, all I ever wanted was for you to show the enthusiasm you showed for your dog park, and, when you did, I blew it."
Leslie Knope,And I'm sorry.
Leslie Knope,"I'm very, very sorry."
Leslie Knope,I love you very much.
Leslie Knope,Okay.
Leslie Knope,No.
Leslie Knope,I have an idea.
Leslie Knope,"It's very uncool, but it's not illegal, technically, but it is a dick move."
Leslie Knope,"Oh, hello, Councilman."
Leslie Knope,"The dogs are here because there's no dog park in your neighborhood, and the kids are here because there's no human park in your area."
Leslie Knope,They all needed a place to play.
Leslie Knope,"Councilman Jamm, we just need a little bit more time to design our park."
Leslie Knope,"And, if you plow through and ignore us, this is gonna be your life."
Leslie Knope,Deal.
Leslie Knope,"Hey, Jamm."
Leslie Knope,You just got knoped.
Leslie Knope,And ludgated.
Leslie Knope,And perkinsed.
Leslie Knope,"Okay, so let's get to work."
Leslie Knope,"I just said, ""let's get to work."""
Leslie Knope,How else do people enjoy things?
Leslie Knope,"It is a pleasure to be back, Derry."
Leslie Knope,Your show last week on dolphin lactation was just riveting radio.
Leslie Knope,"Derry, my team and I are trying to build a park, and we need input on the design from you, the citizens of Pawnee."
Leslie Knope,So I guess I'm here to send out the Bat Signal.
Leslie Knope,That's correct.
Leslie Knope,Well put.
Leslie Knope,This park is going to be a celebration of Pawnee by Pawnee and for Pawnee.
Leslie Knope,"So, you know, send in your plan or your resume And quick."
Leslie Knope,Please.
Leslie Knope,Hurry.
Leslie Knope,This is all gonna fall apart if you don't hurry.
Leslie Knope,Okay.
Leslie Knope,"""Now it's time for 'Jazz Plus Jazz Equals Jazz, ' ""today we have a recording of Benny Goodman played over a separate recording of Miles Davis."""
Leslie Knope,"All right, so this is a letter from what looks like a federal penitentiary."
Leslie Knope,"""Here's a model of what I thought the park could look like."
Leslie Knope,"Also, I'm innocent."
Leslie Knope,"Please find me a lawyer."""
Leslie Knope,I'm getting kind of worried.
Leslie Knope,"I mean, we have not received one usable idea so far."
Leslie Knope,Wow!
Leslie Knope,Beautiful fountain.
Leslie Knope,Perfectly manicured shrubbery.
Leslie Knope,This is like Parks Department porn.
Leslie Knope,This guy is great.
Leslie Knope,I don't care if he's some junkie war criminal pimp.
Leslie Knope,I am not gonna change my mind.
Leslie Knope,"Oh, I've changed my mind."
Leslie Knope,"I'm not being melodramatic when I say that people from Eagleton are snobby and evil, and they look down on Pawnee, and they would most likely exterminate everyone who isn't from Eagleton if they weren't so busy being obsessed with themselves."
Leslie Knope,"God, that was close."
Leslie Knope,"Sometimes when I rant about Eagleton, I forget to breathe, and I pass out."
Leslie Knope,No.
Leslie Knope,We cannot have someone from Eagleton design a park for Pawnee.
Leslie Knope,We have had a blood feud that has lasted for 200 years.
Leslie Knope,"Yeah, that's a good idea."
Leslie Knope,Then we can reject him face to face.
Leslie Knope,I like your plan.
Leslie Knope,He designed this place?
Leslie Knope,What a dump.
Leslie Knope,Eh.
Leslie Knope,"In a word, underwhelming."
Leslie Knope,And a little inconvenient.
Leslie Knope,There's no trash cans anywhere.
Leslie Knope,"What am I supposed to do with my garbage, just throw it on the ground?"
Leslie Knope,It's so boring.
Leslie Knope,He seems cool.
Leslie Knope,Just you wait.
Leslie Knope,"Well, they always wine and dine you first, but the fact of the matter is Eagletonians are, without exception, snobby, condescending jerks."
Leslie Knope,This is the Pawnee side of our border with Eagleton And this is the Eagleton side.
Leslie Knope,We totally fixed it.
Leslie Knope,Can we just cut to the chase here?
Leslie Knope,Why would a fancy Eagleton architect like you want to design a tiny Pawnee park?
Leslie Knope,Why are you so charmed by him?
Leslie Knope,You're like a Southern belle when Rhett Butler comes around.
Leslie Knope,What?
Leslie Knope,No one from Eagleton has ever wanted to help anyone from Pawnee for any reason.
Leslie Knope,"In 1988, we were hit by a tornado."
Leslie Knope,"We asked Eagleton for help, and they claimed they weren't home."
Leslie Knope,An entire town claimed they weren't home.
Leslie Knope,I don't trust that guy for a second.
Leslie Knope,"May, 1817."
Leslie Knope,"A scrappy group of frontiersmen and women arrive at a hardscrabble chunk of land and call it Pawnee, Indiana."
Leslie Knope,Mm.
Leslie Knope,"June, 1817, the richest among them take all of their money from the bank and then flee up the hill like cowards to form Eagleton."
Leslie Knope,Recognize any of your ancestors among the meanies?
Leslie Knope,Do not blame me for the sins of my mother.
Leslie Knope,Oh running away so soon.
Leslie Knope,Typical.
Leslie Knope,"You know, say what you want about Pawneeans, but we never give up."
Leslie Knope,"Oh, look who's paying attention to me now!"
Leslie Knope,Yes.
Leslie Knope,Idi Amin.
Leslie Knope,Or Lord Voldemort.
Leslie Knope,Ha ha ha.
Leslie Knope,"You are a laugh riot, Ben."
Leslie Knope,I am never going to apologize to someone from Eagleton.
Leslie Knope,I don't want to.
Leslie Knope,"I may have allowed my prejudices, my totally legitimate prejudices against Eagleton affect my feelings towards your involvement in this project, and so therefore, I would like to say that I'm I'm I'm Leslie Knope."
Leslie Knope,No.
Leslie Knope,That's not what I want to say.
Leslie Knope,Okay.
Leslie Knope,My mouth is kinda dry.
Leslie Knope,My mouth is dry.
Leslie Knope,This is Canada Dry.
Leslie Knope,Drink Canada Dry if your mouth is dry.
Leslie Knope,That's nothing.
Leslie Knope,What I want to say is I'm s I'm sor I'm sor
Leslie Knope,He's a human being.
Leslie Knope,You're a human being.
Leslie Knope,You can just just say I'm sor
Leslie Knope,I'm sorry.
Leslie Knope,I'm sorry.
Leslie Knope,I'm sorry.
Leslie Knope,"I'm sorry that I I'm sorry, very sorry, that I was rude."
Leslie Knope,It's too soon.
Leslie Knope,Thank you.
Leslie Knope,That's very nice of you.
Leslie Knope,Huh?
Leslie Knope,"Oh, hey, come on in."
Leslie Knope,Where's Wreston?
Leslie Knope,You have five seconds to get out of here Or I will rip your throats out.
Leslie Knope,"I told you that Eagletonians are awful, terrible people."
Leslie Knope,They call their boogers Pawnee caviar.
Leslie Knope,Any excuse to talk to Wreston.
Leslie Knope,"Well, I am gonna think about a revenge plan."
Leslie Knope,I know what we're gonna do.
Leslie Knope,We're gonna find out where he lives.
Leslie Knope,We're gonna drive to his house.
Leslie Knope,We're gonna set it on fire and watch it burn.
Leslie Knope,You're right.
Leslie Knope,We can't.
Leslie Knope,"Revenge! Ha ha hal This is for Pawnee, you buttfaced pompous jerk! Whoo! I love you, Ben."
Leslie Knope,Pawnee forever! You want a stupid tie? I'll give you a stupid tie.
Leslie Knope,"Ha ha! Wreston, suck it."
Leslie Knope,Now we're even.
Leslie Knope,"A Wamapoke themed playground Food trucks from local restaurants, Li'l Sebastian fountain."
Leslie Knope,"I mean, it's perfect."
Leslie Knope,I can't see myself fighting you on more than 60% of these ideas.
Leslie Knope,Me.
Leslie Knope,He's in love with me.
Leslie Knope,Merry CongratuChristmas!
Leslie Knope,"Half ""Merry Christmas,"" half ""Congratulations,"" because I just received some news."
Leslie Knope,"You, Ron Swanson, have been nominated for an award from the Indiana Fine Woodworking Association."
Leslie Knope,"I've had a ""Ron Swanson"" Google alert for seven years and it finally paid off."
Leslie Knope,Right?
Leslie Knope,"Oh, my God, I love events!"
Leslie Knope,I can't wait to go tonight.
Leslie Knope,"As your selfappointed emotional guardian, it is my duty to love and support you."
Leslie Knope,"Plus, you know, this is a big deal."
Leslie Knope,You shouldn't be there alone.
Leslie Knope,Even better.
Leslie Knope,I am very excited to meet Diane.
Leslie Knope,"Oh, I forgot to sing you my merry CongratuChristmas carol."
Leslie Knope,"Jingle bells, jingle yay, jingle good for you"
Leslie Knope,Yup.
Leslie Knope,Ron.
Leslie Knope,"Diane, wow."
Leslie Knope,"Ron has told me so much about you, in that he has told me your name is Diane, and you exist."
Leslie Knope,"Oh, it's Ulysses."
Leslie Knope,"So tell me everything about yourself: Your kids, your hobbies."
Leslie Knope,"What are your five biggest hopes, dreams, fears, and regrets?"
Leslie Knope,"I know you didn't, but if you had gone to Hogwarts Academy, which House do you think you would have been?"
Leslie Knope,I respect your honesty.
Leslie Knope,Gryffindor.
Leslie Knope,Seeker on the Quidditch team.
Leslie Knope,Which one is Ron's?
Leslie Knope,"Smart, funny, independent, and sexy?"
Leslie Knope,Diane Lewis?
Leslie Knope,More like Diane Sawyer.
Leslie Knope,"Ron, guess why my thumbs are up."
Leslie Knope,Because I'm giving you my 100% approval about Diane.
Leslie Knope,She is perfect for you.
Leslie Knope,She gets you.
Leslie Knope,"She is at the bar right now ordering a Lagavulin, neat for you."
Leslie Knope,"I mean, she's even putting up with all this stupid, boring woodworking stuff."
Leslie Knope,"I'm sorry, but, you know, it's not the Super Bowl, guys."
Leslie Knope,Let's take it down a notch.
Leslie Knope,"Anyway, you have my approval."
Leslie Knope,But you have it.
Leslie Knope,But you got it.
Leslie Knope,This could end up being the best night in Ron Swanson's life.
Leslie Knope,"I am so, so happy for him"
Leslie Knope,[Bleep] me!
Leslie Knope,"Alert alert, alert, alert."
Leslie Knope,And divorced twice.
Leslie Knope,Everything is done.
Leslie Knope,They are totally done.
Leslie Knope,"Tammy, what are you doing here?"
Leslie Knope,Can I speak with you for a moment?
Leslie Knope,"Everything's fine, we're just gonna chat."
Leslie Knope,"Shouldn't you be at the library, forcing people to borrow books?"
Leslie Knope,Of course it does.
Leslie Knope,So you can ruin his life?
Leslie Knope,"This may be the hardest challenge yet for Leslie Knope, emotional guardian."
Leslie Knope,"I need to protect a sweet couple from a sex crazed demon librarian who makes me question my stance on using the ""B"" word."
Leslie Knope,"I don't know, maybe just this once."
Leslie Knope,"No, Leslie, fight it."
Leslie Knope,Fight it.
Leslie Knope,That's good.
Leslie Knope,"Tammy, this table is reserved."
Leslie Knope,"Okay, Ron, this is your moment."
Leslie Knope,Tune her out.
Leslie Knope,She's not even here.
Leslie Knope,"Oh, wow!"
Leslie Knope,Whoo!
Leslie Knope,Hey.
Leslie Knope,Diane ugh.
Leslie Knope,The stuff with Tammy is so complex and weird and gross.
Leslie Knope,It just would probably be better if you let me handle it.
Leslie Knope,"Oh, great."
Leslie Knope,Good.
Leslie Knope,You who?
Leslie Knope,You me?
Leslie Knope,"Oh, no, no, no, no."
Leslie Knope,"Diane, you misunderstand."
Leslie Knope,I'm happily engaged.
Leslie Knope,She left.
Leslie Knope,"No, she left because of me."
Leslie Knope,She's threatened by our relationship.
Leslie Knope,"Excuse me, one man's ""worst nightmare"" is every other man's ""total package."""
Leslie Knope,"But the point is, I don't think it's about dating."
Leslie Knope,I kind of see where Diane is coming from.
Leslie Knope,"We are close friends, and I'm very involved in your life."
Leslie Knope,"By Swanson standards, we're close."
Leslie Knope,I know when your birthday is.
Leslie Knope,I know that you secretly love artichokes and plums.
Leslie Knope,"I think you should take my car and go get Diane, and I will handle Tammy."
Leslie Knope,Good to know.
Leslie Knope,"Too late, Tammy."
Leslie Knope,Ron's gone.
Leslie Knope,You'll never get him back.
Leslie Knope,"Few hours, you say?"
Leslie Knope,I don't know.
Leslie Knope,No!
Leslie Knope,"Never! Hey, game over, Tammy."
Leslie Knope,What is wrong with you?
Leslie Knope,You are so crazy!
Leslie Knope,No! No!
Leslie Knope,Come back here Ow! You are not gonna ruin this night!
Leslie Knope,"Ha! You're too late! No! No, no, no, no, no, no!"
Leslie Knope,I think it's time to officially retire as Ron's emotional guardian.
Leslie Knope,"That's Diane's job now, and she seems more than up to the task."
Leslie Knope,"I mean, I'd do anything for Ron even spend a whole night fighting his crazy ex-wife."
Leslie Knope,But I think I'm safe.
Leslie Knope,She's gotta be tired by now.
Leslie Knope,Ron!
Leslie Knope,Hey!
Leslie Knope,Help.
Leslie Knope,He's funny.
Leslie Knope,This guy's funny.
Leslie Knope,He does that sometimes.
Leslie Knope,"Ken Hotate is the leader of the Wamapoke people, and we are trying to get them involved in our Pawnee Commons project."
Leslie Knope,Ken and I get along great.
Leslie Knope,"But historically, Pawnee's relationship with the Wamapoke has been more Murdery."
Leslie Knope,I don't I don't think we are.
Leslie Knope,I don't know if we could put that in a public park.
Leslie Knope,I don't know.
Leslie Knope,Ohhh!
Leslie Knope,What are you losers doing for your bachelor party?
Leslie Knope,No.
Leslie Knope,What the hell?
Leslie Knope,"Jamm, what the hell are you doing?"
Leslie Knope,"Look, the deal was that both of us had three months to get our proposals together, and then we put it up for a vote."
Leslie Knope,We still have two weeks left.
Leslie Knope,"Well, four years of work down the drain, and I have a penis on my head."
Leslie Knope,Jamm is stealing this lot right out from under us.
Leslie Knope,"My dream is dead, Ann."
Leslie Knope,"I know, Ann, but everything's gonna disappear."
Leslie Knope,"April's mini dog park, the Li'l Sebastian fountain, even the Wamapoke playground."
Leslie Knope,Yet another piece of Wamapoke land plowed over by the white man.
Leslie Knope,"For almost 200 years, Pawnee repeatedly built factories, restaurants, and other stuff on land held sacred by the Wamapoke people."
Leslie Knope,"So we passed a law saying that if any sacred Wamapoke artifact is found on a development site, all construction must immediately stop."
Leslie Knope,It would be terrible if that were to happen on this future Paunch Burger site.
Leslie Knope,"Oh, this is bad."
Leslie Knope,I should not have done this.
Leslie Knope,"Come on, Ann, not now."
Leslie Knope,Okay.
Leslie Knope,And we're gonna have to stop now.
Leslie Knope,"I'm sorry, I'm just not in the mood for historical nudity."
Leslie Knope,"Please, Mr. president, put your pants back on."
Leslie Knope,"Ann, can I speak with you privately?"
Leslie Knope,"Well, I buried a bunch of Wamapoke artifacts in the dirt so that people would find them and have to stop developing at the site."
Leslie Knope,"You know, when I say it out loud, it doesn't sound so bad."
Leslie Knope,"I'm sorry, guys."
Leslie Knope,"Councilman Jamm was being sneaky, and then I tried to sneaky him back, and it turned to crummy, and I have to undo it."
Leslie Knope,I need your help.
Leslie Knope,I do.
Leslie Knope,"Yes, please."
Leslie Knope,"Take extra cream, 30 sugars."
Leslie Knope,I can't believe I tried to exploit the Wamapoke for my own personal gain.
Leslie Knope,"Oh, my God."
Leslie Knope,Tweep.
Leslie Knope,I tweeped.
Leslie Knope,I called Tweep.
Leslie Knope,Shauna MalwaeTweep.
Leslie Knope,"Wow, I'm so glad that you're here."
Leslie Knope,What's going on?
Leslie Knope,Nothing?
Leslie Knope,Okay.
Leslie Knope,He's gonna be so mad.
Leslie Knope,The zodiac killer never confessed.
Leslie Knope,Why do I have to?
Leslie Knope,"Oh, April, I wish you weren't right, but you are."
Leslie Knope,"You have turned into a very beautiful, wise, and fertile government employee."
Leslie Knope,"In 1921, several Wamapoke families were removed from their homes so that Pawnee could install a bumper car track."
Leslie Knope,"In 1951, Pawnee made it illegal for people to, ""Dance or smell like a native American."""
Leslie Knope,"Well, I want to raise the bar of awfulness so that when I confess something to you, you have perspective."
Leslie Knope,Those artifacts found at lot 48 were placed there by me.
Leslie Knope,I wanted to delay construction on the Paunch Burger and buy some more time for my park project.
Leslie Knope,It sucks.
Leslie Knope,"I'm very, very sorry."
Leslie Knope,I have great respect for the Wamapoke culture.
Leslie Knope,And this isn't even about the Pawnee Commons.
